,id,sentence1,sentence2,is_duplicate
1936,1936,"Initial reports said the attackers fired from a mosque within in the city, 30 miles west of Baghdad.","First accounts reported that the attack came from, 30 miles west of Baghdad, from inside a mosque.",1
1937,1937,"Initial reports said the attackers fired from a mosque within in the city, 30 miles west of Baghdad.","First accounts reported that the attack came from, 30 miles west of Baghdad, from inside a mosque.",1
1938,1938,"Montgomery was one of the first places to enact such a law, but many places, including New York City, now ban smoking in bars.","By law, smoking inside bars is not only not allowed in Montgomery but also in cities like New York",0
1939,1939,Intel updated investors midway through the quarter and said business was proceeding exactly as planned.,Intel updated investors halfway through the quarterand indicated business was on target.,1
1940,1940,Intel updated investors midway through the quarter and said business was proceeding exactly as planned.,Intel updated investors halfway through the quarterand indicated business was on target.,1
1941,1941,Intel updated investors midway through the quarter and said business was proceeding exactly as planned.,Intel updated investors halfway through the quarterand indicated business was on target.,1
1942,1942,Intel updated investors midway through the quarter and said business was proceeding exactly as planned.,Intel updated investors halfway through the quarter and indicated business was on target.,1
1943,1943,"Montgomery was one of the first places to enact such a law, but many places, including New York City, now ban smoking in bars.","By law, smoking inside bars is prohibited not only in Montgomery but also in cities like New York.",0
1944,1944,Intel updated investors midway through the quarter and said business was proceeding exactly as planned.,Intel updated investors halfway through the quarter and indicated business was moving ahead as planned.,1
1945,1945,Intel updated investors midway through the quarter and said business was proceeding exactly as planned.,Intel updated investors halfway through the quarter and indicated business was moving ahead as planned.,1
1946,1946,"Montgomery was one of the first places to enact such a law, but many places, including New York City, now ban smoking in bars.","One of the first cities to enforce such a law was Montgomery, but several places now prohibit smoking in bars, like New York City.",1
1947,1947,"Dunlap won both the swimsuit competition and the talent portion of the competition, singing ""If I Could.""","After singing, ""If I Could"", Dunlap clinched the talent competition after already winning the swimsuit competition.",1
1948,1948,Intel updated investors midway through the quarter and said business was proceeding exactly as planned.,Intel updated investors halfway through the quarter and indicated business was moving ahead exactly as outlined.,1
1949,1949,The House Government Reform Committee rapidly approved the legislation this morning.,The legislation approved by The House Government Reform Committee in this morning.,0
1950,1950,Intel updated investors midway through the quarter and said business was proceeding exactly as planned.,Intel updated their  investors halfway through the quarter and indicated business was moving ahead exactly as outlined.,1
1951,1951,...arm.,...limb.,0
1952,1952,"Officials at Brandeis said this was an ""extremely heartrending"" time for the campus.","According to Brandeis officials, this was a highly disturbing time for the campus.",0
1953,1953,...arm.,We could not mention his arm.,0
1954,1954,"Officials at Brandeis said this was an ""extremely heartrending"" time for the campus.","According to Brandeis officials, this was a ""highly disturbing"" time for the campus.",0
1955,1955,Intel updated investors midway through the quarter and said business was proceeding exactly as planned.,Business was moving ahead exactly as outlined according to Intel's mid quarter update.,1
1956,1956,"Officials at Brandeis said this was an ""extremely heartrending"" time for the campus.","According to Brandeis officials, this was a ""highly disturbing"" moment for the campus.",0
1957,1957,"Officials at Brandeis said this was an ""extremely heartrending"" time for the campus.","According to Brandeis officials, this was a ""highly upsetting"" moment for the campus.",1
1958,1958,"Officials at Brandeis said this was an ""extremely heartrending"" time for the campus.","According to Brandeis officials, this was a ""highly distressing"" moment for the campus.",0
1959,1959,"Officials at Brandeis said this was an ""extremely heartrending"" time for the campus.","According to Brandeis officials, this was a ""highly upsetting"" moment for the campus.",1
1960,1960,There was a clap at the door.,"Suddenly, there was a sharp knock at the door.",0
1961,1961,There was a clap at the door.,There was a knock at the door.,0
1962,1962,Protesters had been calling for an end to the country's hard-line establishment and for supreme leader Khamenei's death.,Protesters have been calling for an end to the hard-line establishment of the country and the assassination of Supreme Leader Khamenei.,1
1963,1963,There was a clap at the door.,A knock was heard at the door.,0
1964,1964,"Furthermore, chest tightness after exercise and prevalence of asthma were both linked to the amount of time spent at the pool.","In addition, post-exercise chest tightness and asthma prevalence were also related to the amount of time spent in the pool.",1
1965,1965,"Furthermore, chest tightness after exercise and prevalence of asthma were both linked to the amount of time spent at the pool.","In addition, post-exercise chest tightness and asthma prevalence were also associated with the amount of time spent in the pool.",1
1966,1966,"Come on, spread 'em!","You're under arrest, up against the wall.",0
1967,1967,"Come on, spread 'em!",Stand with your arms and legs apart.,0
1968,1968,"Come on, spread 'em!",Come over here and spread your legs.,1
1969,1969,"Frank Quattrone, the former Credit Suisse First Boston technology investment-banking guru, reportedly pleaded not guilty Tuesday to charges of obstruction of justice and witness tampering.","Frank Quattrone, the former investment-banking technology guru of Credit Suisse First Boston, allegedly pleaded not guilty Tuesday to charges of obstruction of justice and tampering with witnesses.",1
1970,1970,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Microsoft shares, traded on the Nasdaq, fell a penny to close at $25.65 today.",1
1971,1971,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Microsoft stock shares, traded on the Nasdaq, fell a penny to close at $25.65 today.",1
1972,1972,Bring him on.,Let him come at me.,1
1973,1973,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Microsoft stock shares, traded on the Nasdaq Exchange, fell a penny to close at $25.65 today.",1
1974,1974,Not necessary.,Definitely not needed.,1
1975,1975,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Microsoft stock shares, traded on the Nasdaq Exchange, fell 1 cent and it  closed at $25.65 today.",1
1976,1976,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Shares of Microsoft stock , traded on the Nasdaq Exchange, fell 1 cent and it  closed at $25.65 today.",1
1977,1977,Not necessary.,Totally not required.,1
1978,1978,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Shares of Microsoft stock , traded on the Nasdaq Exchange, fell 1 cent and closed at $25.65 today.",1
1979,1979,It's not too far now.,It is so relatively close.,1
1980,1980,Captain needs you to keep an eye on him.,Captain wants you to supervise him.,1
1981,1981,Captain needs you to keep an eye on him.,In order to keep an eye on him the captain needs you.,1
1982,1982,Captain needs you to keep an eye on him.,"In order to keep an eye on him, the captain needs you.",1
1983,1983,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,Shares of Microsoft stock  fell 1 cent and closed at $25.65 today.,0
1984,1984,Captain needs you to keep an eye on him.,In order to keep an eye on him the captain needs you.,1
1985,1985,Stevie's dead.,Stevie is pushing up daisies.,0
1986,1986,Stevie's dead.,Stevie is no longer with us.,0
1987,1987,Adviser to the city planning commission.,Town planning commission counselor.,0
1988,1988,Stevie's dead.,Stevie is deceased.,1
1989,1989,Adviser to the city planning commission.,Town planning commission consultant.,0
1990,1990,Stevie's dead.,I think Stevie expired.,0
1991,1991,Adviser to the city planning commission.,The town planning commission adviser.,0
1992,1992,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Microsoft stock which is traded on the Nasdaq Stock Market, fell 1 cent to close at $25.65.",1
1993,1993,Adviser to the city planning commission.,The town planning commission advisor.,0
1994,1994,Adviser to the city planning commission.,The town planning commission advisor.,0
1995,1995,Stevie's dead.,Stevie died.,1
1996,1996,Sendmail said the system can even be set up to permit business-only usage.,Sendmail says that the system can even be set up to permit business-only usage.,1
1997,1997,Adviser to the city planning commission.,Counselor to the city planning commission.,0
1998,1998,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Microsoft stock which is traded on the Nasdaq Stock Market, lost only  1 cent per share to close at $25.65.",1
1999,1999,Sendmail said the system can even be set up to permit business-only usage.,Sendmail said the system can even be set up to permit business usage only.,1
2000,2000,Adviser to the city planning commission.,An Aid to the city planning commission.,1
2001,2001,Adviser to the city planning commission.,An aid to the city planning commission.,1
2002,2002,Sendmail said the system can even be set up to permit business-only usage.,Sendmail says that the system can even be set up to permit business usage only.,1
2003,2003,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Microsoft stock ,traded on the Nasdaq Stock Market, lost only  1 cent per share to close at $25.65.",1
2004,2004,"""High-tech scam artists who think they can hijack the Internet should think again,"" Ashcroft said.","As""hcroft replied, Hackers think they can pirate cyberspace but I say they better watch out"".",0
2005,2005,Hampton Township is just northeast of Bay City and about 100 miles from Bloomfield Township.,Hampton Township is just northeast of Bay City about 100 miles from Bloomfield Township.,1
2006,2006,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Trading at $25.65 per share, microsoft stock is a good addition to a technology portfolio of stocks.",0
2007,2007,I'm sorry. It's just that nothing funny ever happens in this town.,I apologize for for the somber nature of this town.,0
2008,2008,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Trading at $25.65 per share, Microsoft is a good addition to a technology portfolio of stocks.",0
2009,2009,I'm sorry. It's just that nothing funny ever happens in this town.,I apologize.  This town rarely has amusing events.,0
2010,2010,I'm sorry. It's just that nothing funny ever happens in this town.,I apologize.  This town rarely has amusing events.,0
2011,2011,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"One Nasdaq stock suffered a small loss today, Microsoft fell 1 penny.",0
2012,2012,I'm sorry. It's just that nothing funny ever happens in this town.,I apologize but this is not a fun town.,0
2013,2013,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Microsoft declined 1 cent today, closing at $25.65.",0
2014,2014,"He is temporarily serving as Chechnya's acting president while his boss, Akhmad Kadyrov, is on the campaign trail.","While Akhmad Kadyrov is away campaigning, his subordinate was left behind to temporarily serve as Chechnya's acting president",1
2015,2015,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Microsoft stock declined 1 cent today, closing at $25.65.",0
2016,2016,Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.,"Shares of Microsoft stock declined 1 cent today, closing at $25.65.",0
2017,2017,Wall Street analysts expect 2004 revenue of $28.15 billion.,Analysts on Wall Street predict sales of $28.15 billion for 2004.,1
2018,2018,"A seventh victim, a woman, died Tuesday night in the burn unit at childrens Hospital Medical Center of Akron.",A woman became the seventh victim of the fire after she succumbed from her burns at the Children's Hospital Medical Center o Akron.,0
2019,2019,Wall Street analysts expect 2004 revenue of $28.15 billion.,Analysts on Wall Street predict sales of $28.15 billion for 2004.,1
2020,2020,"A seventh victim, a woman, died Tuesday night in the burn unit at childrens Hospital Medical Center of Akron.","A woman became the seventh victim on Tuesday, in Akron, after she died in the burn unit at Children's Hospital Center.",0
2021,2021,About 10 percent of high school and 16 percent of elementary students must be proficient at math.,A small number of students must be proficient in math.,0
2022,2022,About 10 percent of high school and 16 percent of elementary students must be proficient at math.,A small number of high school and elementary students must be proficient in math.,0
2023,2023,"On July 10, a team of 32 Singaporean police officers was sent to Baghdad.",A team consisting of 32 Singaporean police officers was sent to Baghdad on July 10.,1
2024,2024,About 10 percent of high school and 16 percent of elementary students must be proficient at math.,More elementary students than high school students are required to be proficient in math.,0
2025,2025,"Some 50 million phone numbers are registered on the list, which was to take effect Oct. 1.",A list of 50 million phone numbers are going tp take effect on Oct. 1.,1
2026,2026,"Passed in 1999 but never put into effect, the law would have made it illegal for bar and restaurant patrons to light up.","Passed in 1999 but never put into practice, the act would have made it illegal to light up for bar and restaurant customers.",1
2027,2027,You know who you are?,I think you are aware of who you are.,0
2028,2028,You know who you are?,You are self aware.,0
2029,2029,About 10 percent of high school and 16 percent of elementary students must be proficient at math.,"One tenth of high school students must be proficient in math, with a higher number reuired for elementary.",1
2030,2030,You know who you are?,You are aware of yourself.,1
2031,2031,"No, he's gone.",He went away.,1
2032,2032,"No, he's gone.","No, he's away.",1
2033,2033,"No, he's gone.",He already went away.,1
2034,2034,Belgium said Saturday it has decided to scrap a controversial war crimes law which has seen cases launched against President Bush and Israeli Prime Minister Ariel Sharon.,Belgium is repealing a contentious war crimes law which has prosecuted President Bush and Prime Minister Ariel Sharon.,0
2035,2035,"Wally, come here.","Follow me, Wally.",1
2036,2036,Belgium said Saturday it has decided to scrap a controversial war crimes law which has seen cases launched against President Bush and Israeli Prime Minister Ariel Sharon.,Belgium is repealing a contentious war crimes law under which President Bush and Prime Minister Ariel Sharon were prosecuted.,0
2037,2037,The comment period was to have expired on Monday.,The time for comments should have ended on Monday.,1
2038,2038,Belgium said Saturday it has decided to scrap a controversial war crimes law which has seen cases launched against President Bush and Israeli Prime Minister Ariel Sharon.,Belgium is repealing a contentious war crimes law .,0
2039,2039,Name,Identification,1
2040,2040,Tell her - our blue-ribbon cook...,Tell our award winning chef....,1
2041,2041,New legit download service launches with PC users in mind.,"By considering computer users, a new legal download service has begun.",1
2042,2042,You hear me?,Do you get me?,1
2043,2043,"Honestly, the higher the better.","In truth, the more the merrier.",1
2044,2044,We took an earlier train because there wasn't anything until after 1 :00.,"As there was no train after 1 o'clock, we took the earlier train.",1
2045,2045,We can. How?,It can be done.  We need direction.,0
2046,2046,We can. How?,Yes.  But how?,0
2047,2047,We can. How?,Yes we are able.  But how?,1
2048,2048,"The driver has died, unfortunately.","Sadly, the driver is deceased.",1
2049,2049,"The driver has died, unfortunately.","Sadly, the driver has passed away.",1
2050,2050,(a) paragraph 4 is replaced by the following:,(a) the following shall be replaced by paragraph 4:,0
2051,2051,"The driver has died, unfortunately.","Sadly, the chauffer has passed away.",1
2052,2052,not destroy it.,Don't cause destruction.,1
2053,2053,"It's an apartment, Obelix.","Obelix, it is a condo.",0
2054,2054,not destroy it.,Don't cause annihilation.,1
2055,2055,"It's an apartment, Obelix.","Obelix, this is a condo.",0
2056,2056,"It's an apartment, Obelix.","Obelix, this is a condominium.",0
2057,2057,One of the features is the ability to delete data on a handheld device or lock down the device should a user lose it.,The device has security features that enable you to lock it down or delete data.,0
2058,2058,"I'll see you later, Drew.","Drew, see you later alligator.",0
2059,2059,"I'll see you later, Drew.","See you tomorrow, Drew.",0
2060,2060,"It's an apartment, Obelix.","Obelix, this is flat.",0
2061,2061,"I'll see you later, Drew.","See you in a while, Drew.",1
2062,2062,One of the features is the ability to delete data on a handheld device or lock down the device should a user lose it.,Features include the capability to delete data on the device or lock it down should it get lost.,0
2063,2063,Mr. Marshall demonstrated a preference for results over rhetoric in preparing the Civil Rights Act.,"In organizing the Civil Rights Act, Mr. Marshall showed a preference for outcomes over rhetoric.",1
2064,2064,That quarry is filled with hardworking people trying to provide for their families.,Industrious people come to the quarry to make a living for themelves.,1
2065,2065,"Eric, this is Alcide, our friend.","Eric, let me introduce you to our friend, Alcide.",1
2066,2066,"Eric, this is Alcide, our friend.","Eric, let me introduce you to our friend Alcide.",1
2067,2067,You can't run from that forever.,You can't run from that perpetually.,1
2068,2068,You can't run from that forever.,You can't bolt from that perpetually.,1
2069,2069,You can't run from that forever.,You can't hide from that perpetually.,1
2070,2070,"For the second year in a row, rises in hospital costs accounted for much of the inflation, accounting for 51 percent of the overall cost increase.",Rising hospital costs were responsible for 51 percent overall cost of infla6ion for the second straight year.,1
2071,2071,I was in my zone.,I was just being myself.,1
2072,2072,You all right?,Are you ok?,1
2073,2073,You all right?,Are you doing fine?,1
2074,2074,You all right?,Are you doing okay?,1
2075,2075,"Ratliff's daughters, Margaret and Martha Ratliff, were adopted by Peterson after their mother's death.",Peterson adopted the 2 Ratliff daughters after their mother passed away.,0
2076,2076,Stop saying that.,Don't say that.,1
2077,2077,"It may harm them, even if their signs of illness are the same as yours.",If they are as sick as you it might harm them.,1
2078,2078,"Ratliff's daughters, Margaret and Martha Ratliff, were adopted by Peterson after their mother's death.",The 2 Ratliff daughters were adopted by Peterson after their mother passed away.,0
2079,2079,He thinks you have his daughter.,He believes his daughter is with you.,1
2080,2080,"Ratliff's daughters, Margaret and Martha Ratliff, were adopted by Peterson after their mother's death.",Peterson became the girls new father after their mother passed away.,0
2081,2081,Stop saying that.,Put an end to what you're saying.,1
2082,2082,While you were at Lake Tahoe.,The moment when you were at Lake Tahoe,0
2083,2083,CLECE did not offer her an alternative job.,CLECE did not have any other employment for her.,1
2084,2084,Good evening.,Have a pleasant evening.,1
2085,2085,"The venture owns five oil refineries and more than 2,100 filling stations in Russia and Ukraine.",The company holds multiply oil refineries and thousands of gas stations in Russia and Ukraine.,1
2086,2086,"All right. That's it, right?","That is fine. It's done, right?",1
2087,2087,"All right. That's it, right?","That is okay. It's over, right?",1
2088,2088,"They've seen pictures, have they?",Do you know if they've already seen these photographs?,1
2089,2089,While you were at Lake Tahoe.,"During the time ,When you were at Lake Tahoe",1
2090,2090,It's an earring.,It's an ear ornnament.,1
2091,2091,It's an earring.,It's an ear ornament.,1
2092,2092,"The Modesto Bee and NBC were notified their calls had been intercepted, Goold said.",NBC and the Modesto Bee were informed about their intercepted calls.,0
2093,2093,You stop eating that icing.,Already finish eating that icing.,1
2094,2094,Don't you think we should give that thing to Jamal?,I hope you believe that Jamal should be given that.,1
2095,2095,I need you to sign off on my master's thesis.,Please approve my master's thesis.,1
2096,2096,I was expecting you.,I knew you would come.,0
2097,2097,I was expecting you.,I knew you would.,1
2098,2098,Then why are you in Bodega Bay?,Is there a reason you are in Bodega Bay?,1
2099,2099,Mr English brought his boat in closer.,Mr English steered his boat ashore.,0
2100,2100,Mr English brought his boat in closer.,Mr English steered his boat nearer,1
2101,2101,"Without the fleet, NASA has relied on the Russian space program to rotate crew members for the International Space Station and to send supplies to the orbiting laboratory.",NASA has relied upon the Russian space program to rotate crew members for International space station and to send supplies to the orbiting laboratory,0
2102,2102,Mr English brought his boat in closer.,Mr English moved his boat nearer.,1
2103,2103,"Without the fleet, NASA has relied on the Russian space program to rotate crew members for the International Space Station and to send supplies to the orbiting laboratory.",NASA has relied upon the Russian space program to rotate crew members for the International space station and to send supplies to the orbiting laboratory,0
2104,2104,"Ah, your radiant beauty,",Whoa! your mesmerizing charm.,1
2105,2105,Mr English brought his boat in closer.,"The boat that Mr English piloted, came closer.",1
2106,2106,Run!,Flee,1
2107,2107,Where's Nydia?,where is nydia?,1
2108,2108,Run!,Scamper!,0
2109,2109,Where's Nydia?,where can nydia be?,1
2110,2110,"Ah, your radiant beauty,",Whoa! your mesmerizing glamor.,1
2111,2111,Run!,Jet!,0
2112,2112,Run!,Evade!,0
2113,2113,Run!,Take flight.,0
2114,2114,Where is she?,Where has she been?,1
2115,2115,Run!,Flee!,1
2116,2116,Run!,Flee!,1
2117,2117,Run!,Flee,1
2118,2118,Where is she?,She's nowhere to found.,0
2119,2119,Run!,Scamper,0
2120,2120,"""You know I have always tried to be honest with you and open about my life,"" Limbaugh said Friday on his program.","During Limbaugh's program , He said "" You know I have always tried to be honest with you and open about my life.""",0
2121,2121,Run!,Bolt,1
2122,2122,Where is she?,I have no idea of her whereabouts.,1
2123,2123,"""You know I have always tried to be honest with you and open about my life,"" Limbaugh said Friday on his program.","During Limbaugh's program ,He said "" You know I have always tried to be honest with you and open about my life.""",0
2124,2124,How's business?,How's it going?,0
2125,2125,"I'm so scared. oh God, I'm so scared.",He praised the lord in fear,0
2126,2126,How's business?,How's your work?,1
2127,2127,Don't move.,Stay wherever you are.,1
2128,2128,Has a Masters in International Relations from Harvard.,He has a Harvard Masters of International Relations.,1
2129,2129,"In an interview, Healey, who is a criminologist, acknowledged that much of the sentiment among legislators here and across the country was wariness toward capital punishment.","IN AN INTERVIEW ,HEALEY WHO IS A CRIMINOLOGIST RECOGNIZED THAT MUCH OF THE SENTIMENT AMONG LEGISLATORS HERE AND ACROSS THE COUNTRY WAS WARINESS TOWARD CAPITAL PUNISHMENT",1
2130,2130,"Daniel - C'mon, move!",Let's go Daniel!,1
2131,2131,"Shares of National were losing 95 cents, or 3.9%, to $23.73 in afternoon New York Stock Exchange trading.","National stock market crash began on afternoon New York Stock Exchange trading by 95 cents, or 3.9%, to $23.73",0
2132,2132,"Daniel - C'mon, move!","Let's go, Daniel!",1
2133,2133,"Daniel - C'mon, move!","Let's go, Daniel!",1
2134,2134,"Shares of National were losing 95 cents, or 3.9%, to $23.73 in afternoon New York Stock Exchange trading.","National stock market crash began on afternoon New York Stock Exchange trading by  losing 95 cents, or 3.9%, to $23.73",0
2135,2135,"Shares of National were losing 95 cents, or 3.9%, to $23.73 in afternoon New York Stock Exchange trading.","shares of National crash began on afternoon New York Stock Exchange trading by  losing 95 cents, or 3.9%, to $23.73",0
2136,2136,"That's good, I'll rewrap it later!","Nice, I shall wrap it again laer.",1
2137,2137,"In an interview, Healey, who is a criminologist, acknowledged that much of the sentiment among legislators here and across the country was wariness toward capital punishment.","IN A PRESS MEET, HALEY WHO IS A CRIMINOLOGIST , RECOGNIZED ALL LEGISLATORS WERE OPPOSING OF CAPITAL PUNISHMENT IN AN ENTIRE WORLD",0
2138,2138,"In an interview, Healey, who is a criminologist, acknowledged that much of the sentiment among legislators here and across the country was wariness toward capital punishment.","IN A PRESS MEET, HALEY WHO IS A CRIMINOLOGIST , RECOGNIZED ALL LEGISLATORS WERE WARINESS TOWARDS  CAPITAL PUNISHMENT IN AN ENTIRE WORLD",0
2139,2139,There's more.,It is plentiful.,0
2140,2140,"Typhoon Maemi later moved out over the Sea of Japan, where it weakened considerably, the meteorology department said.","Maemi rapidly weakened to tropical storm status while moving over land, and was undergoing extratropical transition by the time it entered the Sea of Japan.",0
2141,2141,"In an interview, Healey, who is a criminologist, acknowledged that much of the sentiment among legislators here and across the country was wariness toward capital punishment.","In an interview, Healy, a criminal expert, acknowledged that much of the sentiment among lawmakers here and across the country is militancy against the death penalty.",1
2142,2142,There's more.,More are there.,1
2143,2143,"At 5 p.m. EDT, the center of Hurricane Fabian was located near latitude 15.7 north, longitude 45.2 west or about 1,075 miles east of the Lesser Antilles.","5 p.m. EDT, the epicenter of Hurricane Fabian, is located 15.7 north latitude, 45.2 west or 1,075 miles east of the Lesser Antilles.",1
2144,2144,Their father had pleaded with the doctors to stop the fight after his wife's euthanasia bid left their son in a coma and he was put on life-support.,"After the euthanasia offer from his wife left their son in a coma and he was placed on life-support, their father had pleaded with the doctors to stop the war.",1
2145,2145,"Typhoon Maemi later moved out over the Sea of Japan, where it weakened considerably, the meteorology department said.","Maemi rapidly weakened to tropical storm status while moving over land, and was weakened by the time it entered the Sea of Japan.",0
2146,2146,"Typhoon Maemi later moved out over the Sea of Japan, where it weakened considerably, the meteorology department said.","Maemi rapidly weakened to tropical storm status while moving over land, and was weakened by the time it entered the Sea of Japan , said the meteorology department",0
2147,2147,"Typhoon Maemi later moved out over the Sea of Japan, where it weakened considerably, the meteorology department said.","Typhoon Maemi rapidly weakened to tropical storm status while moving over land, and was weakened by the time it entered the Sea of Japan , said the meteorology department",0
2148,2148,A BMI of 25 or above is considered overweight; 30 or above is considered obese.,A BMI of 25 or higher is considered overweight; People over 30 or older are considered obese.,1
2149,2149,"Typhoon Maemi later moved out over the Sea of Japan, where it weakened considerably, the meteorology department said.","Typhoon Maemi rapidly weakened to tropical storm status while moving over land, said the meteorology department",0
2150,2150,House Democrats renewed their push Wednesday for a deeper investigation into the handling of intelligence on Iraq's weapons program.,House Democrats on Wednesday renewed their drive for an in-depth investigation into the handling of intelligence in Iraq's arms program.,1
2151,2151,I'll handle my mother.,I'LL  TAKE CARE OF MY MOTHER,1
2152,2152,I'll handle my mother.,I'LL  TAKE CARE OF MY MOM,1
2153,2153,At the library.,At the bibliotheca.,1
2154,2154,"We've no chance.""",We're done.,0
2155,2155,"He was very dirty, and Garion could clearly see the fleas peeking out of his beard.",GARION  SAW HIM LOOKS LIKE HE IS DIRTY AND SEE THE FLEAS PEEKING OUT OF HIS BEARD,1
2156,2156,"We've no chance.""",We're out of luck.,1
2157,2157,"My mistake, no doubt.",I definitely know it was my fault.,1
2158,2158,Dotson was arrested Monday in his native Maryland and charged with murder.,Dotson was apprehended Monday in his native Maryland and charged with murder.,1
2159,2159,"Well, goodbye, all my fans.",Godspeed to all of my supporters.,1
2160,2160,World Airways Inc. and North American Airlines Inc. also have filed applications seeking authority to provide service to Iraq.,World Airways Inc. and North American Airlines Inc. has filed applications seeking authority to provide service to Iraq.,1
2161,2161,"Researchers at Sweden's Karolinska Institute reanalyzed data from more than 2,000 infants who had been treated with radiation for a benign birthmark condition between 1930 and 1959.",BETWEEN 1930 AND 1959 THEY WERE 2000 INFANTS TREATED RADIATION OF BENIGN BIRTHMARK CONDITION,0
2162,2162,"Nope, I'm back.","Nah, I am back.",1
2163,2163,Uno.,,0
2164,2164,"Her lawyer, William Zabel, could not be reached.",WILLIAM ZABEL WHO IS HER LAWYER AND HE CANT BE REACHED STILL,1
2165,2165,"Yes, but the police are busy.","Yeah, but cops are occupied.",1
2166,2166,World Airways Inc. and North American Airlines Inc. also have filed applications seeking authority to provide service to Iraq.,the two airways namely World Airways Inc. and North American Airlines Inc. has filed applications seeking authority to provide service to Iraq.,1
2167,2167,"Yes, but the police are busy.","Yeah, but cops are occupied at the moment.",1
2168,2168,"Yes, but the police are busy.","Yeah, but cops are occupied.",1
2169,2169,"This hero you speak of, he doesn’t happen to have a name, does he?",THE HERO HAS NO NAME WHO IS YOU ARE SPEAKING,1
2170,2170,World Airways Inc. and North American Airlines Inc. also have filed applications seeking authority to provide service to Iraq.,the two airways namely World Airways Inc. and North American Airlines Inc. have filed applications seeking authority to provide service to Iraq.,1
2171,2171,World Airways Inc. and North American Airlines Inc. also have filed applications seeking authority to provide service to Iraq.,the two airways namely World Airways Inc. and North American Airlines Inc. has filed applications seeking authority to provide service to Iraq.,1
2172,2172,Uno.,One,1
2173,2173,"The association said 28.2 million DVDs were rented in the week that ended June 15, compared with 27.3 million VHS cassettes.",JUNE 15 28.2 MILLION WERE RENTED BY THE ASSOCIATION,0
2174,2174,"Do you believe in God, Martin?","Martin, are you a believer?",0
2175,2175,I hope it was all worth it.,hopefully it will be all worth it,1
2176,2176,I hope it was all worth it.,it will be all worth it,0
2177,2177,"""We are very pleased that the court dismissed the vast majority of the plaintiff's claims,"" Coke spokeswoman Sonya Soutus said.",SONYA SOUTUS SAID THE COURT WAS DISMISSED BECAUSE OF THE VAST MAJORITY OF THE PLAINTIFF CLAIMS,0
2178,2178,It's an American song about a local girl.,The song is native to America and it is about a local girl.,1
2179,2179,They will help draft a plan to attack obesity that Kraft will implement over three to four years.,They will help develop an obesity plan that Kraft will implement in three to four years.,1
2180,2180,This is just a motherfucking decoy.,This is a nuisance lure,0
2181,2181,He sat in the hip bath and cleaned the blood from his hair and beard.,HE CLEANED HIS HAIR AND BEARD IN HIP BATH BECAUSE HIS BLOOD IS FLOWING,0
2182,2182,"He's not going to the hotel, no way!",I don't think he'll go to the hotel.,1
2183,2183,Right.,MORALLY GOOD,0
2184,2184,Right.,RIGHT,1
2185,2185,Right.,TRUE,1
2186,2186,"Even without call center requests, companies using the handset option must have 95 percent of their customers using the technology by the end of 2005.",95 PERCENT OF THEIR CUSTOMERS USING THE HANDSET OPTION BY THE END OF 2005,0
2187,2187,Tom.,THOMAS,1
2188,2188,This is just a motherfucking decoy.,This is just a motherfucking tempt,1
2189,2189,I need to find out what we're dealing with here.,I WANNA FIND THE DEALING HERE,1
2190,2190,What's that supposed to mean?,What do you mean?,1
2191,2191,I hope it was all worth it.,it will be worthwhile,0
2192,2192,"""APEC leaders are painfully aware that security and prosperity are inseparable,"" Thai Prime Minister Thaksin Shinawatra told business leaders.","APEC leaders are painfully aware that security and prosperity are inseparable,"" Thai Prime Minister Thaksin Shinawatra told business leaders.",1
2193,2193,So he claimed.,so he said,1
2194,2194,They send you mad.,they had delivered you mad,1
2195,2195,Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat.,MAJOR LEAGUE BASEBALL SUSPENDED CUBS OUTFIELDER SAMMYS SOSA FOR EIGHT GAMES FOR USING A CORKED BAT FRIDAY,1
2196,2196,"Today, we preserve essential tools to foster voice competition in the local market.",IN LOCAL MARKET WE MAINTAIN TOOLS TO FOSTER VOICE COMPETITION,1
